division,latitude,longitude
{Les Valls} Teià; Barcelona; Cataluña,41.4964205,2.3218228
{La Serra de Dalt} Oliola; Lleida; Cataluña,42.0493934,1.4669903
{O Mato} Celanova; Ourense; Galicia,NA,NA
{Figueiredo} Celanova; Ourense; Galicia,42.143504,-7.9338153
{O Coitelo} Nogueira de Ramuín; Ourense; Galicia,42.4522336,-7.729788600000001
"{Conforcos} Langreo; Asturias; Asturias, Principado de",43.1104095,-5.5902664
"{La Puente} Lena; Asturias; Asturias, Principado de",43.0706542,-5.7693184
"{Les Cases de la Carretera} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{El Picu la Viña} Oviedo; Asturias; Asturias, Principado de",43.3619145,-5.8493887
"{La Zalce} Peñamellera Baja; Asturias; Asturias, Principado de",43.32429,-4.5934
"{Casas del Puente} Salas; Asturias; Asturias, Principado de",43.4039975,-6.1503875
"{El Cuetu} Villaviciosa; Asturias; Asturias, Principado de",43.4802841,-5.437271
{Arroyo de Huerta} El Viso de San Juan; Toledo; Castilla - La Mancha,40.1527311,-4.0059729
{Urbanització Altamar} Cheste; València/Valencia; Comunitat Valenciana,39.4943404,-0.6858949
{La Incolla} Chiva; València/Valencia; Comunitat Valenciana,39.4541812,-0.737034
{Sant Martí de Rialb} La Baronia de Rialb; Lleida; Cataluña,42.0126088,1.1929114
"{Les Cases de la Carretera} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{El Picu la Viña} Oviedo; Asturias; Asturias, Principado de",43.3619145,-5.8493887
{Urbanització Altamar} Cheste; València/Valencia; Comunitat Valenciana,39.4943404,-0.6858949
{La Ribera} Valle de Mena; Burgos; Castilla y León,43.1014795,-3.3485619
{Els Bustals} Vistabella del Maestrat; Castelló/Castellón; Comunitat Valenciana,40.2937882,-0.2945447
{O Picho} Miño; A Coruña; Galicia,43.3539624,-8.1884949
{Campo Grande} San Sadurniño; A Coruña; Galicia,NA,NA
{Moli de Baix} Albanyà; Girona; Cataluña,42.267254200000004,2.7770814
{Parc Sant Daniel} Calonge i Sant Antoni; Girona; Cataluña,41.8395597,3.0947202
{Rei del Corb} Llambilles; Girona; Cataluña,41.9314242,2.8556056
"{Los Camperones} Langreo; Asturias; Asturias, Principado de",43.2949172,-5.7442164
"{El Castrillón} Laviana; Asturias; Asturias, Principado de",43.2555902,-5.5658026
"{La Güérgula} Tinéu; Asturias; Asturias, Principado de",43.3338017,-6.4087307
"{La Soma} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
{El Barriete} Requena; València/Valencia; Comunitat Valenciana,39.4839013,-1.1014137
{Rei del Corb} Llambilles; Girona; Cataluña,41.9314242,2.8556056
"{La Güérgula} Tinéu; Asturias; Asturias, Principado de",43.3338017,-6.4087307
{Cortijo del Viento} Carboneras; Almería; Andalucía,37.02244,-1.92216
{San Martín} Valle de Mena; Burgos; Castilla y León,43.1085141,-3.2784825
{El Boi} Vistabella del Maestrat; Castelló/Castellón; Comunitat Valenciana,40.29381370000001,-0.2931178
{El Cepero} Porzuna; Ciudad Real; Castilla - La Mancha,39.281111,-4.189722
{El Citolero} Porzuna; Ciudad Real; Castilla - La Mancha,39.1477076,-4.1474019
{La Garlitera} Porzuna; Ciudad Real; Castilla - La Mancha,39.1621799,-4.2606586
{A Corredoira} Miño; A Coruña; Galicia,43.3395181,-8.1771654
{O Penedo} Miño; A Coruña; Galicia,43.3406141,-8.1748155
{Borreiros de Arriba} San Sadurniño; A Coruña; Galicia,43.2282818,-8.2762586
{Pedra Cuberta} Vimianzo; A Coruña; Galicia,43.0895543,-8.984605199999999
{La Barneda} Capmany; Girona; Cataluña,42.3749378,2.9221624
{Les Salines} Maçanet de Cabrenys; Girona; Cataluña,42.3870598,2.7493586
{Sarnella} El Port de la Selva; Girona; Cataluña,42.3514088,3.1870661
{Serra de Rodes} El Port de la Selva; Girona; Cataluña,42.3233925,3.1663708
{La Vedrenya} Artesa de Segre; Lleida; Cataluña,41.96004,1.10965
{Soto} Chantada; Lugo; Galicia,42.60838940000001,-7.769161599999999
"{Vegalatorre} Aller; Asturias; Asturias, Principado de",43.1609825,-5.622424199999999
"{La Pena de Samartinu} Cangas del Narcea; Asturias; Asturias, Principado de",43.175306,-6.5509561
"{Yema} Cangas del Narcea; Asturias; Asturias, Principado de",43.1413735,-6.5942668
"{El Pebidal} Castrillón; Asturias; Asturias, Principado de",43.3883242,-5.877718499999999
"{La Carba} Laviana; Asturias; Asturias, Principado de",43.2416247,-5.5537094
"{El Escobedal} Salas; Asturias; Asturias, Principado de",43.42204359999999,-6.2999626
"{El Yanu} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{Valdaces} Villaviciosa; Asturias; Asturias, Principado de",43.48174179999999,-5.4359755
{Framilo} Crecente; Pontevedra; Galicia,42.157018,-8.238645
{Urbanització Cabeç Bort} Nàquera/Náquera; València/Valencia; Comunitat Valenciana,39.6598817,-0.4268889
"{El Pebidal} Castrillón; Asturias; Asturias, Principado de",43.3883242,-5.877718499999999
{Urbanització Cabeç Bort} Nàquera/Náquera; València/Valencia; Comunitat Valenciana,39.6598817,-0.4268889
{Fabrica Vermella} Manresa; Barcelona; Cataluña,41.7533597,1.8923719
{Rúa da Escola} Carral; A Coruña; Galicia,43.2246402,-8.3546409
{Quintá} Miño; A Coruña; Galicia,43.2829448,-8.055980600000002
{Travesía de Entíns} Outes; A Coruña; Galicia,42.8422356,-8.8967289
{A Pardiñeira} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{O Redo} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Casanova} Teo; A Coruña; Galicia,42.8376964,-8.6031034
{Urbanització Port Des Pi} Begur; Girona; Cataluña,41.9731543,3.2201122
{Veinat Santa Anna} Darnius; Girona; Cataluña,42.151975,2.84018
{Ganix} Llagostera; Girona; Cataluña,41.8265523,2.8971602
{Roqueta} Mont-ras; Girona; Cataluña,41.9081233,3.1517209
{Aspre} Planoles; Girona; Cataluña,42.316176,2.103915
"{Morana} Grado; Asturias; Asturias, Principado de",NA,NA
"{Los Panes} Grado; Asturias; Asturias, Principado de",43.38731079999999,-6.073131800000001
"{La Piñera} Langreo; Asturias; Asturias, Principado de",43.3105006,-5.681259499999999
"{Les Peñes} Langreo; Asturias; Asturias, Principado de",43.383569,-5.7692765
"{La Xerra} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Varaosa} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{La Soledá} Tinéu; Asturias; Asturias, Principado de",43.3342858,-6.4166506
"{El Campu} Villaviciosa; Asturias; Asturias, Principado de",43.4822104,-5.4335698
"{Moreda} Villaviciosa; Asturias; Asturias, Principado de",NA,NA
{Les Montcades} Horta de Sant Joan; Tarragona; Cataluña,40.9538408,0.315441
{Urbanització la Planeta} Montferri; Tarragona; Cataluña,41.2649513,1.3704123
{Cantalpajaro} El Viso de San Juan; Toledo; Castilla - La Mancha,40.1423365,-3.9211009
{La Empelta} Serra; València/Valencia; Comunitat Valenciana,39.7127741,-0.4691097
{Ganix} Llagostera; Girona; Cataluña,41.8265523,2.8971602
"{La Soledá} Tinéu; Asturias; Asturias, Principado de",43.3342858,-6.4166506
{Les Montcades} Horta de Sant Joan; Tarragona; Cataluña,40.9538408,0.315441
{Croells-Serrat} Planoles; Girona; Cataluña,42.3173556,2.1144058
{Croells-Serrat} Planoles; Girona; Cataluña,42.3173556,2.1144058
{La Tapia} Valle de Mena; Burgos; Castilla y León,43.1085141,-3.2784825
{A Cruz} Irixoa; A Coruña; Galicia,NA,NA
{Xario} Miño; A Coruña; Galicia,43.3747604,-8.1904477
{Portolamas} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Croells-Serrat} Planoles; Girona; Cataluña,42.3173556,2.1144058
{Calamedina} Salobreña; Granada; Andalucía,36.7438215,-3.615938599999999
{Corxat} Torrefarrera; Lleida; Cataluña,41.6735229,0.6086583
{Salgados} Rairiz de Veiga; Ourense; Galicia,42.0826804,-7.832380499999999
"{L'Altu Santarvás} Cangas del Narcea; Asturias; Asturias, Principado de",43.1754052,-6.547568399999999
"{La Reguera'l Cabu} Cangas del Narcea; Asturias; Asturias, Principado de",43.0953448,-6.4687926
"{Soropeña} Grado; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{Las Ferreras} Grado; Asturias; Asturias, Principado de",43.3724323,-6.0713553
"{La Llana'l Pandu} Langreo; Asturias; Asturias, Principado de",43.2948276,-5.693965299999999
"{La Quinta Norte} Laviana; Asturias; Asturias, Principado de",43.2450108,-5.561657299999999
"{Castañera} Lena; Asturias; Asturias, Principado de",43.1281027,-5.8059759
"{El Col.laón} Mieres; Asturias; Asturias, Principado de",43.2503639,-5.774407099999999
"{La Capilla} Oviedo; Asturias; Asturias, Principado de",43.362328,-5.8448351
"{Fuentelesroces} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{La Casa Cima} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{Casamayor} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
{Valle Luís} Santa Cruz de Tenerife; Santa Cruz de Tenerife; Canarias,28.5109098,-16.2608715
{L'Alzineta} Rodonyà; Tarragona; Cataluña,41.2830589,1.3848211
{Corxat} Torrefarrera; Lleida; Cataluña,41.6735229,0.6086583
"{L'Altu Santarvás} Cangas del Narcea; Asturias; Asturias, Principado de",43.1754052,-6.547568399999999
{L'Alzineta} Rodonyà; Tarragona; Cataluña,41.2830589,1.3848211
"{L'Averu} Oviedo; Asturias; Asturias, Principado de",43.3734474,-5.829739
"{L'Averu} Oviedo; Asturias; Asturias, Principado de",43.3734474,-5.829739
{Urbanización el Palo} Albacete; Albacete; Castilla - La Mancha,NA,NA
{Los Olivicos} Carboneras; Almería; Andalucía,37.0029423,-1.9294681
{Can Comas} Canovelles; Barcelona; Cataluña,41.63545920000001,2.2684249
{El Crucero} Valle de Mena; Burgos; Castilla y León,43.1066374,-3.2032466
{A Pernuda} San Sadurniño; A Coruña; Galicia,43.5378127,-8.070004599999999
{El Guilar} Argelaguer; Girona; Cataluña,42.2160996,2.6415719
{Fosses} Planoles; Girona; Cataluña,42.3224281,2.1037308
{Cala Montgo} Torroella de Montgrí; Girona; Cataluña,42.1080756,3.1683443
{Gargallán} Castro de Rei; Lugo; Galicia,43.20730469999999,-7.398769400000001
"{El Quintu Legalidá} Aller; Asturias; Asturias, Principado de",43.1609825,-5.622424199999999
"{La Sierra} Aller; Asturias; Asturias, Principado de",43.2276536,-5.8346577
"{La Teyera} Amieva; Asturias; Asturias, Principado de",43.2518517,-5.124315699999999
"{La Braña} Cangas del Narcea; Asturias; Asturias, Principado de",43.1641771,-6.5180547
"{Vil.laicanes} Cangas del Narcea; Asturias; Asturias, Principado de",43.0780386,-6.545966900000001
"{Paraxas} Cangas del Narcea; Asturias; Asturias, Principado de",43.1756688,-6.5473786
"{Entelaiglesia} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{La Caleya} Langreo; Asturias; Asturias, Principado de",43.3081128,-5.6960562
"{El Corro} Langreo; Asturias; Asturias, Principado de",43.3243175,-5.7290296
"{La Güelga} Langreo; Asturias; Asturias, Principado de",43.3105006,-5.681259499999999
"{L'Horrón de Riba} Laviana; Asturias; Asturias, Principado de",43.2568735,-5.5598686
"{La Cueva} Piloña; Asturias; Asturias, Principado de",43.348181,-5.3809387
{Cal Canonge} Aiguamúrcia; Tarragona; Cataluña,41.3403463,1.4035822
"{L'Horrón de Riba} Laviana; Asturias; Asturias, Principado de",43.2568735,-5.5598686
"{La Cuesta} Villaviciosa; Asturias; Asturias, Principado de",43.48276329999999,-5.433004
{Vila-Rodona} Maià de Montcal; Girona; Cataluña,NA,NA
{Vila-Rodona} Maià de Montcal; Girona; Cataluña,NA,NA
{La Arboleja} Carboneras; Almería; Andalucía,NA,NA
"{Can Lluis} Santa Eulària des Riu; Illes Balears; Balears, Illes",38.9832087,1.531253
{Les Navades} Vistabella del Maestrat; Castelló/Castellón; Comunitat Valenciana,40.29381370000001,-0.2931178
{A Prata} Miño; A Coruña; Galicia,43.3539624,-8.1884949
{A Fonte} Miño; A Coruña; Galicia,43.37833149999999,-8.1992222
{A Fraga} San Sadurniño; A Coruña; Galicia,43.5088994,-8.0287057
{Penelas} Touro; A Coruña; Galicia,42.8286488,-8.530731099999999
{Usall} Maià de Montcal; Girona; Cataluña,42.2213489,2.7446554
{Vila-Rodona} Maià de Montcal; Girona; Cataluña,NA,NA
{Val de Ruda} Naut Aran; Lleida; Cataluña,42.700005,0.9309729999999999
{Narvils} Prullans; Lleida; Cataluña,42.3671114,1.720561
{O Cepetal} Castro de Rei; Lugo; Galicia,43.2086787,-7.401061299999999
"{Yanalamata} Aller; Asturias; Asturias, Principado de",43.175248,-5.7517488
"{La Casa'l Contu} Langreo; Asturias; Asturias, Principado de",43.2871302,-5.6704912
"{La Carabaña} Piloña; Asturias; Asturias, Principado de",43.3609466,-5.2421147
"{Laisancho} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2751294,-5.6087488
"{La Yana'l Pandu} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{Salloses} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{Les Tarandielles} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
{A Corga} Crecente; Pontevedra; Galicia,NA,NA
{Medio} Valle de Mena; Burgos; Castilla y León,43.1085141,-3.2784825
{Las Betetas} Porzuna; Ciudad Real; Castilla - La Mancha,39.1468093,-4.155215399999999
{Rubial} Boimorto; A Coruña; Galicia,NA,NA
{Reirís} Mesía; A Coruña; Galicia,NA,NA
{O Corgo} Ribeira; A Coruña; Galicia,NA,NA
{A Picheira} San Sadurniño; A Coruña; Galicia,43.3695746,-7.9574134
{O Fervedoiro} Santiso; A Coruña; Galicia,42.9561505,-8.0459218
{Moli de Dalt} Albanyà; Girona; Cataluña,42.267254200000004,2.7770814
{Cal Tinent} Celrà; Girona; Cataluña,42.0231326,2.870851
{Urbanització de les Figuerasses} El Port de la Selva; Girona; Cataluña,42.3377769,3.2039269
{Casa Carabinero} Trigueros; Huelva; Andalucía,37.3860409,-6.8371716
{Piñeiro} Ramirás; Ourense; Galicia,42.1743397,-8.0306657
"{Comenencia} Aller; Asturias; Asturias, Principado de",43.17923469999999,-5.7563958
"{L'Omeal} Aller; Asturias; Asturias, Principado de",43.1730544,-5.752404299999999
"{Ciel.la} Cangas del Narcea; Asturias; Asturias, Principado de",43.158805,-6.4988939
"{Penel.lada} Cangas del Narcea; Asturias; Asturias, Principado de",43.1754052,-6.547568399999999
"{Las Tablizas} Cangas del Narcea; Asturias; Asturias, Principado de",43.0430996,-6.6531904
"{Porciles} Cangas del Narcea; Asturias; Asturias, Principado de",43.1573338,-6.401936399999999
"{El Molín del Coz} Langreo; Asturias; Asturias, Principado de",43.1345949,-5.9187695
"{Molín del Rozóu} Langreo; Asturias; Asturias, Principado de",43.3201672,-5.6449735
"{La Quinta} Laviana; Asturias; Asturias, Principado de",43.2450108,-5.561657299999999
"{El Riquixu} Lena; Asturias; Asturias, Principado de",43.2196717,-5.7517552
"{Les Villes de Riba} Mieres; Asturias; Asturias, Principado de",43.24971900000001,-5.778528199999999
"{El Quentu la Frecha} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{Los Pintos} Oviedo; Asturias; Asturias, Principado de",43.3613953,-5.8593267000000004
"{Miera} Piloña; Asturias; Asturias, Principado de",43.2877118,-5.4207769
"{Grigu} Salas; Asturias; Asturias, Principado de",43.4090892,-6.261637899999999
"{Ximiniz} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{El Campillín} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",NA,NA
"{La Rotura} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.2753789,-5.604966
"{Moure} Tinéu; Asturias; Asturias, Principado de",43.1756688,-6.5473786
"{La Mota} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{La Castañera} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Los Faroles} Villaviciosa; Asturias; Asturias, Principado de",43.501112,-5.4164916
{Los Hoyos} Aldeatejada; Salamanca; Castilla y León,40.925609,-5.690881900000001
{La Planeta} Aiguamúrcia; Tarragona; Cataluña,41.3296224,1.3586793
{La Quadra} El Catllar; Tarragona; Cataluña,41.1759037,1.3270397
"{L'Omeal} Aller; Asturias; Asturias, Principado de",43.1730544,-5.752404299999999
"{La Vega} Salas; Asturias; Asturias, Principado de",43.3627719,-6.239917699999999
{Fazahalí} Carboneras; Almería; Andalucía,37.0013319,-1.8899495
{La Meseta Alta} Carboneras; Almería; Andalucía,36.9991171,-1.8921411
{Can Gosc} Parets del Vallès; Barcelona; Cataluña,41.5720216,2.2309907
{Vilalba} La Roca del Vallès; Barcelona; Cataluña,41.6280064,2.3472578
{Can Franc} Vacarisses; Barcelona; Cataluña,41.4314195,2.1673278
{Tejerías} Tales; Castelló/Castellón; Comunitat Valenciana,39.9497621,-0.3060348
{A Fonte} A Capela; A Coruña; Galicia,43.45184690000001,-8.024700500000002
{A Cruz} Moeche; A Coruña; Galicia,NA,NA
{As Cortes} As Pontes de García Rodríguez; A Coruña; Galicia,NA,NA
{O Cando} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Urbanització Rec de Sa Tuna} Begur; Girona; Cataluña,41.9554094,3.2217898
{La Clamor de Rafales} Esplús; Huesca; Aragón,41.5180312,0.4487524999999999
{Les Cases de la Serra} Torrefeta i Florejacs; Lleida; Cataluña,41.7637122,1.2602228
{O Portelo} Guitiriz; Lugo; Galicia,43.1816306,-7.8922143
{Coto Da Rega} O Valadouro; Lugo; Galicia,43.5504705,-7.441123200000001
{As Maus} Rairiz de Veiga; Ourense; Galicia,42.0826804,-7.832380499999999
{A Touza} San Xoán de Río; Ourense; Galicia,42.3615839,-7.3395878
{Barreiros} San Cibrao das Viñas; Ourense; Galicia,NA,NA
"{El Val.le} Aller; Asturias; Asturias, Principado de",43.2966166,-5.677695099999999
"{Les Fureres} Aller; Asturias; Asturias, Principado de",43.1730544,-5.752404299999999
"{Cupuertu} Cangas del Narcea; Asturias; Asturias, Principado de",43.2021041,-6.655004399999999
"{Las Carballidas} Cangas del Narcea; Asturias; Asturias, Principado de",43.1773837,-6.5498404
"{La Imera} Cangas del Narcea; Asturias; Asturias, Principado de",43.1570231,-6.5409814
"{El L.leirón} Cangas del Narcea; Asturias; Asturias, Principado de",42.9873149,-6.630069199999999
"{Eirrondu la Folguera} Cangas del Narcea; Asturias; Asturias, Principado de",43.1696153,-6.626278699999999
"{La Peruyera} Carreño; Asturias; Asturias, Principado de",43.5892436,-5.7694006
"{La Xabina} Carreño; Asturias; Asturias, Principado de",43.5773613,-5.7503375
"{El Bravucu} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{La Foxaca} Grado; Asturias; Asturias, Principado de",43.3963163,-6.0799375
"{Vistalegre} Grado; Asturias; Asturias, Principado de",43.3968709,-6.0668987
"{Villota} Grado; Asturias; Asturias, Principado de",43.3635493,-6.038812
"{San Xusto} Langreo; Asturias; Asturias, Principado de",43.3308131,-5.6837596
"{Valdelesabeyes de Riba} Laviana; Asturias; Asturias, Principado de",43.2512628,-5.553546
"{La Paraína} Laviana; Asturias; Asturias, Principado de",43.2188524,-5.5701413
"{La Teyera} Lena; Asturias; Asturias, Principado de",43.1838307,-5.8145975
"{La Vallica l'Agua} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",42.521303,9.053393999999999
"{Siana} Villaviciosa; Asturias; Asturias, Principado de",NA,NA
"{El Caliellu} Villaviciosa; Asturias; Asturias, Principado de",43.499794,-5.4264397
"{El Muriel} Villaviciosa; Asturias; Asturias, Principado de",43.4817214,-5.435574799999999
"{Los Viñones} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Llaneces} Villaviciosa; Asturias; Asturias, Principado de",NA,NA
"{Les Llanes} Villaviciosa; Asturias; Asturias, Principado de",NA,NA
"{La Fuentona} Villaviciosa; Asturias; Asturias, Principado de",43.49956539999999,-5.4414108
{Las Cabañas} Villaralbo; Zamora; Castilla y León,41.494552,-5.683447999999999
{Viver de Vicort} Belmonte de Gracián; Zaragoza; Aragón,41.3398446,-1.45455
{Vilalba} La Roca del Vallès; Barcelona; Cataluña,41.6280064,2.3472578
{Viver de Vicort} Belmonte de Gracián; Zaragoza; Aragón,41.3398446,-1.45455
{A Granxa} Ribadeo; Lugo; Galicia,NA,NA
{Los Vicentes} Carboneras; Almería; Andalucía,37.0013319,-1.8899495
{Castell-llebre} Peramola; Lleida; Cataluña,42.0711881,1.2761101
{Castell-llebre} Peramola; Lleida; Cataluña,42.0711881,1.2761101
{Disseminats Muntanya} Premià de Dalt; Barcelona; Cataluña,41.5048954,2.3458198
{Borreiros de Abaixo} San Sadurniño; A Coruña; Galicia,NA,NA
{As Costeiras} San Sadurniño; A Coruña; Galicia,43.2664713,-7.964564999999999
{A Curuxa} San Sadurniño; A Coruña; Galicia,43.5378127,-8.070004599999999
{A Rega} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{Gundisalva} San Sadurniño; A Coruña; Galicia,43.4974803,-8.088800899999999
{Urbanització Creu d'en Rallo} Begur; Girona; Cataluña,41.9731543,3.2201122
{Dos Cales} Begur; Girona; Cataluña,41.9535682,3.2077521
{Urbanització Cala del Rei} Begur; Girona; Cataluña,41.9731543,3.2201122
{El Espartal} Esplús; Huesca; Aragón,41.7985628,0.2734488
{Castell-llebre} Peramola; Lleida; Cataluña,42.0711881,1.2761101
{A Gamalleira} A Fonsagrada; Lugo; Galicia,43.100211,-6.9422166
{O Campo da Pena} Guitiriz; Lugo; Galicia,43.175273,-7.882289999999999
{A Venda} Rairiz de Veiga; Ourense; Galicia,42.0841402,-7.8908696
{Os Pinos} Ramirás; Ourense; Galicia,42.1852505,-8.041233799999999
"{El Pasaúriu} Aller; Asturias; Asturias, Principado de",43.1071389,-5.5184525
"{Fornos} Aller; Asturias; Asturias, Principado de",43.1497019,-5.6878736
"{La Yana} Amieva; Asturias; Asturias, Principado de",43.2704801,-5.128669100000001
"{L'Ardalí} Cangas del Narcea; Asturias; Asturias, Principado de",43.1756688,-6.5473786
"{Pontón} Cangas del Narcea; Asturias; Asturias, Principado de",43.1612668,-6.5410464
"{La Trechora} Langreo; Asturias; Asturias, Principado de",43.3095094,-5.6938207
"{La Caseta los Sierros} Lena; Asturias; Asturias, Principado de",43.1061282,-5.8179718
"{El Trechuru} Lena; Asturias; Asturias, Principado de",43.1825328,-5.8515887
"{El Cortijo} Lena; Asturias; Asturias, Principado de",43.17026120000001,-5.8303028
"{Cimielles} Mieres; Asturias; Asturias, Principado de",43.248802,-5.772529
"{La Corraína} Mieres; Asturias; Asturias, Principado de",43.1872692,-5.768968
"{El Molín} Oviedo; Asturias; Asturias, Principado de",43.3542178,-5.867643999999999
"{Les Pedraces} Piloña; Asturias; Asturias, Principado de",46.6158218,11.8936569
"{El Tabayón} Piloña; Asturias; Asturias, Principado de",43.2952119,-5.3573113
"{La Rozuca} Piloña; Asturias; Asturias, Principado de",43.35987110000001,-5.246252999999999
"{Vistalegre} Piloña; Asturias; Asturias, Principado de",43.3465237,-5.3642441
"{Colubredo} Salas; Asturias; Asturias, Principado de",43.4090892,-6.261637899999999
"{Ciñera} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",NA,NA
"{El Mayáu Solís} San Martín del Rey Aurelio; Asturias; Asturias, Principado de",43.30440129999999,-5.6487536
"{Los Chanos} Tinéu; Asturias; Asturias, Principado de",43.1151955,-6.628597
"{La Trocha} Villaviciosa; Asturias; Asturias, Principado de",43.4916829,-5.424131
"{Irís} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{Les Fontines} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
"{San Bras} Villaviciosa; Asturias; Asturias, Principado de",43.48276329999999,-5.433004
"{Valduera} Villaviciosa; Asturias; Asturias, Principado de",43.4813957,-5.4331929
{A Pedreira de Guimeráns} A Cañiza; Pontevedra; Galicia,42.502951,-8.7429543
{A Cruz} Forcarei; Pontevedra; Galicia,NA,NA
{A Chan da Salgosa} As Neves; Pontevedra; Galicia,42.085819,-8.452976
{La Sort} L'Argentera; Tarragona; Cataluña,41.13750599999999,0.9089423999999999
"{L'Ardalí} Cangas del Narcea; Asturias; Asturias, Principado de",43.1756688,-6.5473786
"{El Molín} Oviedo; Asturias; Asturias, Principado de",43.3542178,-5.867643999999999
"{Los Chanos} Tinéu; Asturias; Asturias, Principado de",43.1151955,-6.628597
{La Rellana de la Cruz} Carboneras; Almería; Andalucía,37.0013319,-1.8899495
{Cadaval} Carballo; A Coruña; Galicia,NA,NA
"{El Praón} Mieres; Asturias; Asturias, Principado de",43.3415562,-5.5562752
{Pleta de Bolvir-Ger} Ger; Girona; Cataluña,42.4176471,1.8683249
{La Serrata} Carboneras; Almería; Andalucía,37.0013319,-1.8899495
"{Polígon Industrial} Sant Lluís; Illes Balears; Balears, Illes",39.859179,4.261254
{Ahedo} Valle de Mena; Burgos; Castilla y León,43.0368751,-3.1744534
{O Río da Aldea} Arzúa; A Coruña; Galicia,42.9420969,-8.128052799999999
{As Congostras} Moeche; A Coruña; Galicia,43.5613091,-8.0146354
{Mandra} San Sadurniño; A Coruña; Galicia,43.5356271,-8.057429899999999
{O Redondo} San Sadurniño; A Coruña; Galicia,43.56570430000001,-8.2194182
{Os Pantis} San Sadurniño; A Coruña; Galicia,43.4881266,-8.199241599999999
{A Vella Morta} San Sadurniño; A Coruña; Galicia,43.3703193,-8.3933426
{A Penamoura} San Sadurniño; A Coruña; Galicia,43.5131293,-8.0748447
{Urbanització S'Antiga} Begur; Girona; Cataluña,41.9704898,3.219658
{Pleta de Bolvir-Ger} Ger; Girona; Cataluña,42.4176471,1.8683249
{El Taller} Ogassa; Girona; Cataluña,41.9828511,2.8160732
{Ignasi Sagnier} Sant Feliu de Buixalleu; Girona; Cataluña,41.7377439,2.6158827
{Montfalcó} Viacamp y Litera; Huesca; Aragón,42.051997,0.6555949999999999
{Pontaut} Canejan; Lleida; Cataluña,42.835475,0.7304421
{Berrader} Espot; Lleida; Cataluña,42.5758342,1.0879541
{Ambret} Prullans; Lleida; Cataluña,42.3807727,1.737069
{A Pedra} O Corgo; Lugo; Galicia,42.88833,-7.521697000000001
{A Requeixada} Ribadeo; Lugo; Galicia,NA,NA
{Pousada de Abaixo} Castro Caldelas; Ourense; Galicia,42.3853891,-7.446290800000001
{As Ratoeiras} Montederramo; Ourense; Galicia,42.274451,-7.5021654
"{Legalidá} Aller; Asturias; Asturias, Principado de",43.175248,-5.7517488
"{El Terceru Legalidá} Aller; Asturias; Asturias, Principado de",43.175248,-5.7517488
"{Naveo} Aller; Asturias; Asturias, Principado de",43.055067,-5.7659081
"{La Palombar} Aller; Asturias; Asturias, Principado de",43.3100777,-5.9136656
"{El Val.le los Umeiros} Cangas del Narcea; Asturias; Asturias, Principado de",43.1044097,-6.5356449
"{El Cotu} Cangas del Narcea; Asturias; Asturias, Principado de",43.0247745,-6.561471500000001
"{El Monte} Corvera de Asturias; Asturias; Asturias, Principado de",43.52582169999999,-5.8728034
"{El Pozancu} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
"{El Colláu} Grado; Asturias; Asturias, Principado de",43.3870837,-6.0743903
